SYSTEM,WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,METRES,SPECIES,RECRUIT_ORIGIN,RECRUIT_COUNT,DATE,SURVEY,Notes
Moorabool,Moorabool,Sharps Rd,3,A,0,0 to 1,Ehrharta erecta var. erecta,exotic,10_50,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,3,A,0,0 to 1,Vulpia spp.,exotic,10_50,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,3,A,0,0 to 1,Isolepis inundata,native,5,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,3,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,10_50,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,3,B,1,1 to 2,Clematis decipiens,native,1,31/08/2017,1,Not in species master
Moorabool,Moorabool,Sharps Rd,3,C,2,2 to 3,Ehrharta erecta var. erecta,exotic,1,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,4,W,-1,-1 to 0,Nil,NA,0,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,4,A,0,0 to 1,Ehrharta erecta var. erecta,exotic,50 to 100,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,4,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,10_50,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,5,W,-1,-1 to 0,Nil,NA,0,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,5,A,0,0 to 1,Euphorbia peplus,exotic,1,31/08/2017,1,Not in species master
Moorabool,Moorabool,Sharps Rd,5,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,3,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,5,C,2,2 to 3,Ehrharta erecta var. erecta,exotic,10_50,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,5,C,2,2 to 3,Lysimachia arvensis,exotic,2,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,5,D,3,3 to 4,Ehrharta erecta var. erecta,exotic,3,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,6,W,-1,-1 to 0,Nil,NA,0,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,6,A,0,0 to 1,Dicot,NA,2,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,6,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,10_50,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,7,W,-1,-1 to 0,Isolepis inundata,native,2,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,7,A,0,0 to 1,Ehrharta erecta var. erecta,exotic,10_50,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,7,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,10_50,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,8,W,-1,-1 to 0,Nil,NA,0,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,8,A,0,0 to 1,Hypochaeris radicata,exotic,2,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,8,A,0,0 to 1,Fumaria spp.,exotic,1,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,8,B,1,1 to 2,Hypochaeris radicata,exotic,1,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,8,B,1,1 to 2,Monocot,NA,8,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,9,W,-1,-1 to 0,Nil,NA,0,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,9,A,0,0 to 1,Nil,NA,0,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,9,B,1,1 to 2,Nil,NA,0,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,10,W,-1,-1 to 0,Nil,NA,0,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,10,A,0,0 to 1,Nil,NA,0,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,10,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,2,31/08/2017,1,
Moorabool,Moorabool,Sharps Rd,10,C,2,2 to 3,Ehrharta erecta var. erecta,exotic,10_50,31/08/2017,1,
Moorabool,Moorabool,Hunts Bridge,1,W,-1,-1 to 0,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,1,A,0,0 to 1,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,1,B,1,1 to 2,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,2,W,-1,-1 to 0,Cardamine spp.,native,3,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,2,A,0,0 to 1,Cardamine spp.,native,8,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,2,A,0,0 to 1,Dicot,NA,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,2,B,1,1 to 2,Cardamine spp.,native,10,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,2,B,1,1 to 2,Bromus spp.,exotic,10,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,2,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,5,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,2,C,2,2 to 3,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,2,D,3,3 to 4,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,3,W,-1,-1 to 0,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,3,A,0,0 to 1,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,3,B,1,1 to 2,Cardamine spp.,native,10,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,3,B,1,1 to 2,Galium aparine,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,3,B,1,1 to 2,Sonchus oleraceus,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,4,W,-1,-1 to 0,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,4,W,-1,-1 to 0,Hypochaeris radicata,exotic,2,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,4,W,-1,-1 to 0,Sonchus oleraceus,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,4,A,0,0 to 1,Hypochaeris radicata,exotic,3,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,4,A,0,0 to 1,Cardamine spp.,native,4,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,4,B,1,1 to 2,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,4,B,1,1 to 2,Cerastium glomeratum s.l.,exotic,5,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,4,C,2,2 to 3,Galium aparine,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,4,C,2,2 to 3,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,5,W,-1,-1 to 0,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,5,A,0,0 to 1,Hypochaeris radicata,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,5,A,0,0 to 1,Cardamine spp.,native,5,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,5,B,1,1 to 2,Cardamine spp.,native,8,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,5,C,2,2 to 3,Vulpia spp.,exotic,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,5,C,2,2 to 3,Cerastium glomeratum s.l.,exotic,2,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,5,C,2,2 to 3,Hypochaeris radicata,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,5,C,2,2 to 3,Sonchus oleraceus,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,5,C,2,2 to 3,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,6,W,-1,-1 to 0,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,6,A,0,0 to 1,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,6,B,1,1 to 2,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,6,C,2,2 to 3,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,6,D,3,3 to 4,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,7,W,-1,-1 to 0,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,7,A,0,0 to 1,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,7,B,1,1 to 2,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,7,C,2,2 to 3,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,8,W,-1,-1 to 0,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,8,W,-1,-1 to 0,Epilobium billardierianum subsp. billardierianum,native,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,8,A,0,0 to 1,Hypochaeris radicata,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,8,A,0,0 to 1,Cerastium glomeratum s.l.,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,8,A,0,0 to 1,Epilobium billardierianum subsp. billardierianum,native,2,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,8,A,0,0 to 1,Sonchus oleraceus,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,8,A,0,0 to 1,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,8,B,1,1 to 2,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,8,C,2,2 to 3,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,W,-1,-1 to 0,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,A,0,0 to 1,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,B,1,1 to 2,Cerastium glomeratum s.l.,exotic,4,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,B,1,1 to 2,Hypochaeris radicata,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,B,1,1 to 2,Vulpia spp.,exotic,100+,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,B,1,1 to 2,Cerastium glomeratum s.l.,exotic,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,C,2,2 to 3,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,C,2,2 to 3,Vulpia spp.,exotic,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,D,3,3 to 4,Eucalyptus viminalis,native,5,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,D,3,3 to 4,Senecio glomeratus,native,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,9,D,3,3 to 4,Vulpia spp.,exotic,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,W,-1,-1 to 0,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,A,0,0 to 1,Nil,NA,0,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,B,1,1 to 2,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,C,2,2 to 3,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,C,2,2 to 3,Senecio glomeratus,native,2,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,C,2,2 to 3,Dicot,NA,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,D,3,3 to 4,Cardamine spp.,native,50 to 100,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,D,3,3 to 4,Lactuca serriola,exotic,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,D,3,3 to 4,Senecio glomeratus,native,1,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,E,4,4 to 5,Cardamine spp.,native,10_50,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,E,4,4 to 5,Galium aparine,exotic,2,1/09/2017,1,
Moorabool,Moorabool,Hunts Bridge,10,E,4,4 to 5,Senecio glomeratus,native,2,1/09/2017,1,
