SYSTEM,WATERWAY,SITE,TRANSECT,METRES,SPECIES,HITS,HEIGHT,DATE,SURVEY,NOTES
Glenelg,Glenelg,Five Mile,8,4,Water,40,0_1m,18/10/2022,6,veg not visible but mostly litter and Cycnogeton
Glenelg,Glenelg,Five Mile,8,5,Water,40,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,5,Juncus amabilis,10,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,5,Poa labillardierei var. labillardierei,5,0_1m,18/10/2022,6,underwater
Glenelg,Glenelg,Five Mile,8,5,Carex appressa,2,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,5,Cycnogeton alcockiae,1,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,5,Gladiolus spp.,2,0_1m,18/10/2022,6,underwater
Glenelg,Glenelg,Five Mile,8,5,Moraea flaccida,2,0_1m,18/10/2022,6,underwater
Glenelg,Glenelg,Five Mile,8,6,Litter,5,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,6,Water,25,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,6,Acacia verticillata,10,1_5m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,6,Poa labillardierei var. labillardierei,22,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,6,Gladiolus spp.,6,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,6,Moraea flaccida,4,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,6,Carex appressa,1,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,6,Juncus amabilis,2,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,7,Litter,31,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,7,Log,5,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,7,Water,4,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,7,Acacia verticillata,18,1_5m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,7,Poa labillardierei var. labillardierei,36,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,7,Freesia spp.,11,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,7,Lolium spp.,1,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,8,7,Hypochaeris radicata,1,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,-1,Water,40,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,-1,Cycnogeton spp.,7,0_1m,18/10/2022,6,alcock/proc
Glenelg,Glenelg,Five Mile,9,0,Water,40,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,0,Juncus amabilis,4,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,1,Litter,40,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,1,Acacia verticillata,4,1_5m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,1,Moraea flaccida,8,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,1,Lolium spp.,29,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,1,Gladiolus spp.,35,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,1,Freesia spp.,8,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,1,Briza minor,1,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,1,Vulpia spp.,8,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,1,Cynodon dactylon var. dactylon,3,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,1,Hypochaeris radicata,1,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,2,Litter,40,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,2,Acacia verticillata,21,1_5m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,2,Lolium spp.,25,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,2,Freesia spp.,16,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,2,Moraea flaccida,6,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,2,Hypochaeris radicata,2,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,2,Gladiolus spp.,12,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,2,Romulea rosea,2,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,2,Aira elegantissima,4,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,2,Vulpia spp.,14,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,3,Litter,40,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,3,Acacia verticillata,26,1_5m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,3,Lolium spp.,19,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,3,Gladiolus spp.,6,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,3,Moraea flaccida,9,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,3,Freesia spp.,21,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,3,Poa labillardierei var. labillardierei,13,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,3,Romulea rosea,1,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,3,Hypochaeris radicata,1,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,9,3,Vulpia spp.,5,0_1m,18/10/2022,6,
Glenelg,Glenelg,Five Mile,10,-1,Water,40,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,-1,Cycnogeton procerum,2,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,-1,Typha spp.,10,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,0,Litter,12,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,0,Water,28,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,0,Carex appressa,9,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,0,Typha spp.,11,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,0,Eucalyptus camaldulensis subsp. camaldulensis,15,1_5m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,0,Gladiolus spp.,5,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,0,Poa labillardierei var. labillardierei,4,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,0,Cycnogeton procerum,6,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,0,Juncus amabilis,7,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,0,Juncus flavidus,1,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Bare,4,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Litter,33,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Tree root,3,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Rytidosperma spp.,1,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Briza major,3,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Holcus lanatus,7,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Juncus amabilis,1,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Romulea rosea,1,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Eucalyptus camaldulensis subsp. camaldulensis,16,1_5m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Lolium spp.,2,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Gladiolus spp.,7,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Tribolium obliteratum,1,0_1m,19/10/2022,6,hairy ligule annual - Trilobus?'
Glenelg,Glenelg,Five Mile,10,1,Poa labillardierei var. labillardierei,13,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Acacia verticillata,11,1_5m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,1,Selliera radicans,1,0_1m,19/10/2022,6,is now Goodenia radicans
Glenelg,Glenelg,Five Mile,10,1,Carex appressa,2,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Litter,39,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Log,1,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Bromus hordeaceus subsp. hordeaceus,5,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Romulea rosea,13,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Briza maxima,4,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Rytidosperma spp.,2,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Holcus lanatus,15,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Lolium spp.,3,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Vulpia spp.,4,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Hypochaeris radicata,1,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Avena barbata,3,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Lepidosperma longitudinale,16,0_1m,19/10/2022,6,
Glenelg,Glenelg,Five Mile,10,2,Acacia verticillata,4,1_5m,19/10/2022,6,
Glenelg,Glenelg,Dergholm,1,-1,Water,32,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,-1,Log,8,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,-1,Paspalum distichum,40,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,-1,Lachnagrostis filiformis s.l.,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,-1,Symphyotrichum subulatum,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,-1,Eucalyptus camaldulensis subsp. camaldulensis,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,-1,Cycnogeton procerum,9,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,-1,Crassula helmsii,16,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,0, ,13,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,0,Bare,26,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,0,Litter,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,0,Paspalum distichum,40,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,0,Crassula helmsii,32,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,0,Cycnogeton procerum,5,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,0,Alternanthera denticulata,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Bare,31,0_1m,29/03/2023,7,not 40
Glenelg,Glenelg,Dergholm,1,1,Litter,5,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Paspalum distichum,37,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Symphyotrichum subulatum,12,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Poa labillardierei var. labillardierei,5,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Cycnogeton procerum,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Triglochin striatum,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Poa spp.,4,0_1m,29/03/2023,7,tussock'
Glenelg,Glenelg,Dergholm,1,1,Rumex spp.,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Crassula helmsii,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Alternanthera denticulata,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Senecio spp.,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Cotula australis,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Plantago major,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,1,Atriplex prostrata,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Bare,27,0_1m,29/03/2023,7,not 40
Glenelg,Glenelg,Dergholm,1,2,Litter,11,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Paspalum distichum,12,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Symphyotrichum subulatum,14,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Atriplex prostrata,7,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Sonchus oleraceus,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Centipedia cunninghamii,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Plantago lanceolata,22,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Senecio spp.,9,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Cycnogeton procerum,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Brassica spp.,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Poa spp.,2,0_1m,29/03/2023,7,tussock - dead
Glenelg,Glenelg,Dergholm,1,2,Lysimachia arvensis,6,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Cirsium vulgare,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Lobelia concolor,5,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Laphangium luteoalbum,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,2,Oxalis perennans,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Bare,21,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Litter,10,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Tree  ,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Phalaris spp.,8,0_1m,29/03/2023,7,tussock - dead
Glenelg,Glenelg,Dergholm,1,3,moss,1,0_1m,29/03/2023,7,on wood
Glenelg,Glenelg,Dergholm,1,3,Poa labillardierei var. labillardierei,24,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Laphangium luteoalbum,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Brassica spp.,8,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Symphyotrichum subulatum,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Senecio spp.,18,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Plantago lanceolata,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Oxalis perennans,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Atriplex prostrata,6,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Alternanthera spp.,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Rumex brownii,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Paspalum spp.,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,3,Cirsium vulgare,6,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Bare,27,0_1m,29/03/2023,7,not 40
Glenelg,Glenelg,Dergholm,1,4,Litter,7,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Senecio spp.,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Plantago lanceolata,5,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Paspalum dilatatum,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Brassica spp.,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Symphyotrichum subulatum,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Cirsium vulgare,6,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Phalaris spp.,5,0_1m,29/03/2023,7,tussock - dead
Glenelg,Glenelg,Dergholm,1,4,Geranium potentilloides,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Poa labillardierei var. labillardierei,7,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Alternanthera spp.,17,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Gahnia spp.,1,0_1m,29/03/2023,7,tussock
Glenelg,Glenelg,Dergholm,1,4,Gahnia spp.,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,1,4,Rumex spp.,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,-1,Bare,40,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,-1,Crassula helmsii,5,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,-1,Paspalum distichum,40,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,-1,Atriplex prostrata,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,-1,Cotula australis,11,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,-1,Cycnogeton procerum,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,-1,Symphyotrichum subulatum,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,0,Bare,31,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,0,Litter,9,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,0,Paspalum distichum,38,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,0,Atriplex prostrata,8,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,0,Lysimachia arvensis,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,0,Symphyotrichum subulatum,16,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,0,Plantago major,6,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,0,Cynodon dactylon var. dactylon,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,0,Cycnogeton procerum,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,0,Poa labillardierei var. labillardierei,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Bare,29,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Litter,10,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Wood,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Paspalum distichum,11,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Atriplex prostrata,17,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Cycnogeton procerum,7,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Symphyotrichum subulatum,14,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Cynodon dactylon var. dactylon,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Plantago lanceolata,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Cirsium vulgare,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Plantago major,10,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Crassula helmsii,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Lysimachia arvensis,10,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,1,Alternanthera denticulata,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Bare,25,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Litter,15,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Plantago lanceolata,21,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,unid grass,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Centipedia cunninghamii,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Crassula helmsii,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Paspalum spp.,5,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Senecio spp.,11,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Oxalis perennans,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Rumex brownii,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Lysimachia arvensis,9,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Plantago major,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Symphyotrichum subulatum,7,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,2,Hypochaeris radicata,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Bare,19,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Litter,21,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Rosa rubiginosa,10,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Poa labillardierei var. labillardierei,11,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Oxalis perennans,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Plantago lanceolata,6,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Prunella vulgaris,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Symphyotrichum subulatum,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Senecio spp.,6,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Rumex spp.,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Paspalum spp.,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Lysimachia arvensis,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Paspalum dilatatum,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Atriplex prostrata,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,2,3,Alternanthera denticulata,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,-1,Water,40,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,-1,Paspalum distichum,6,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,-1,Cycnogeton procerum,25,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Bare,17,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Litter,23,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Paspalum distichum,35,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Poa labillardierei var. labillardierei,6,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Atriplex prostrata,10,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Symphyotrichum subulatum,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Alternanthera denticulata,7,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Plantago lanceolata,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Triglochin striatum,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Cycnogeton procerum,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,0,Lythrum hyssopifolia,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Bare,8,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Litter,32,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Poa labillardierei var. labillardierei,17,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Atriplex prostrata,6,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Plantago major,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Alternanthera denticulata,18,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Brassica spp.,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Hypochaeris radicata,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Sonchus spp.,5,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Senecio biserratus,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Plantago lanceolata,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,1,Paspalum spp.,26,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Bare,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Litter,36,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Phalaris aquatica,9,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Poa labillardierei var. labillardierei,25,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Acaena novae-zealandiae,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Carex appressa,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Symphyotrichum subulatum,2,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Mentha australis,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Rumex brownii,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Brassica spp.,4,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Oxalis perennans,7,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Alternanthera denticulata,7,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Hypochaeris radicata,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Atriplex prostrata,1,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,3,2,Dentate spp.,3,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,4,-1,Bare,15,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,4,-1,Litter,25,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,4,-1,Paspalum distichum,40,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,4,-1,Cycnogeton procerum,7,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,4,-1,Crassula spp.,15,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,4,0,Bare,23,0_1m,29/03/2023,7,
Glenelg,Glenelg,Dergholm,4,0,Litter,17,0_1m,29/03/2023,7,
