SYSTEM,WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,METRES.1,SPECIES,ORIGIN,COUNT,DATE,SURVEY,EXCLOSURE,Notes
Wimmera,Mt William,RosesGap,5,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,1,A,0,0 to 1,Exotic Grass,exotic,10_50,4/09/2017,1,0,Should be 4/9/2017 survey 1
Wimmera,Mt William,Sheepwash,1,A,0,0 to 1,Exotic Grass,exotic,2,12/04/2018,3,0,Should be 12/4/2018 survey 3
Wimmera,Mt William,Sheepwash,1,A,0,0 to 1,Hypochaeris radicata,exotic,2,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,1,A,0,0 to 1,Unidentified monocot,Unknown,1,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,1,B,1,1 to 2,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,1,B,1,1 to 2,Unidentified dicot herb,Unknown,1,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,1,B,1,1 to 2,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,1,B,1,1 to 2,Hypochaeris radicata,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,1,W,-1, -1 to 0,Exotic Grass,exotic,6,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,1,W,-1, -1 to 0,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,1,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,2,A,0,0 to 1,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,2,A,0,0 to 1,Exotic Grass,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,2,A,0,0 to 1,Hypochaeris radicata,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,2,A,0,0 to 1,Unidentified monocot,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,2,B,1,1 to 2,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,2,B,1,1 to 2,Acetosella vulgaris,exotic,3,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,2,B,1,1 to 2,Hypochaeris radicata,exotic,2,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,2,B,1,1 to 2,Exotic Grass,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,2,B,1,1 to 2,Hypochaeris radicata,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,2,B,1,1 to 2,Unidentified monocot,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,2,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,2,W,-1, -1 to 0,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,2,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,3,A,0,0 to 1,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,3,A,0,0 to 1,Exotic Grass,exotic,5,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,3,A,0,0 to 1,Hypochaeris radicata,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,3,A,0,0 to 1,Unidentified monocot,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,3,B,1,1 to 2,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,3,B,1,1 to 2,Acetosella vulgaris,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,3,B,1,1 to 2,Exotic Grass,exotic,2,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,3,B,1,1 to 2,Hypochaeris radicata,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,3,B,1,1 to 2,Trifolium arvense var. arvense,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,3,B,1,1 to 2,Trifolium repens var. repens,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,3,B,1,1 to 2,Unidentified monocot,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,3,C,2,2 to 3,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,3,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,3,W,-1, -1 to 0,Triglochin procera s.l.,native,1,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,3,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,4,A,0,0 to 1,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,4,A,0,0 to 1,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,4,A,0,0 to 1,Exotic Grass,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,4,B,1,1 to 2,Trifolium arvense var. arvense,exotic,2,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,4,B,1,1 to 2,Trifolium arvense var. arvense,exotic,2,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,4,B,1,1 to 2,Trifolium spp.,exotic,2,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,4,B,1,1 to 2,Trifolium subterraneum,exotic,2,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,4,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,4,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,4,B,1,1 to 2,Exotic Grass,exotic,5,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,4,Transect not found,NA,NA,Nil,NA,NA,21/12/2017,2,0,Transect not found
Wimmera,Mt William,Sheepwash,4,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,4,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,4,W,-1, -1 to 0,Triglochin procera s.l.,native,1,12/04/2018,3,0,
Wimmera,Mt William,Sheepwash,5,A,0,0 to 1,Hypochaeris radicata,exotic,5,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,5,A,0,0 to 1,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,5,A,0,0 to 1,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,5,A,0,0 to 1,Hypochaeris radicata,exotic,5,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,5,A,0,0 to 1,Unidentified monocot,Unknown,10,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,5,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,5,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,5,B,1,1 to 2,Hypochaeris radicata,exotic,2,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,5,B,1,1 to 2,Unidentified monocot,Unknown,10,21/12/2017,2,0,
Wimmera,Mt William,Sheepwash,5,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,5,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Sheepwash,5,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,1,A,0,0 to 1,Hypochaeris radicata,exotic,5,4/09/2017,1,0,Should be 4/9/2017 survey 1
Wimmera,Mt William,Tobacco,1,A,0,0 to 1,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,1,A,0,0 to 1,Exotic Grass,exotic,10_50,12/04/2018,3,0,Should be 12/4/2018 survey 3
Wimmera,Mt William,Tobacco,1,A,0,0 to 1,Acaena echinata,native,5,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,1,A,0,0 to 1,Rumex spp.,native,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,1,A,0,0 to 1,Exotic Grass,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,1,A,0,0 to 1,Acaena echinata,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,1,A,0,0 to 1,Microlaena stipoides var. stipoides,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,1,B,1,1 to 2,Hypochaeris radicata,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,1,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,1,B,1,1 to 2,Exotic Grass,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,1,B,1,1 to 2,Acaena echinata,native,10_50,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,1,B,1,1 to 2,Hypochaeris radicata,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,1,W,-1, -1 to 0,Callitriche stagnalis,exotic,3,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,1,W,-1, -1 to 0,Sonchus oleraceus,exotic,1,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,1,W,-1, -1 to 0,Exotic Grass,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,1,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,1,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,2,A,0,0 to 1,Acetosella vulgaris,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,2,A,0,0 to 1,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,2,A,0,0 to 1,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,2,A,0,0 to 1,Lythrum hyssopifolia,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,2,B,1,1 to 2,Acetosella vulgaris,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,2,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,2,B,1,1 to 2,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,2,B,1,1 to 2,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,2,C,2,2 to 3,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,2,W,-1, -1 to 0,Exotic Grass,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,2,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,2,W,-1, -1 to 0,Lobelia anceps,native,9,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,2,W,-1, -1 to 0,Triglochin procera s.l.,native,10_50,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,2,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,3,A,0,0 to 1,Sonchus asper s.l.,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,A,0,0 to 1,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,A,0,0 to 1,Exotic Grass,exotic,1,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,3,A,0,0 to 1,Eucalyptus camaldulensis var. camaldulensis,native,10_50,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,A,0,0 to 1,Triglochin procera s.l.,native,100+,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,3,A,0,0 to 1,Triglochin striata,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,3,B,1,1 to 2,Hypochaeris radicata,exotic,3,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,B,1,1 to 2,Sonchus asper s.l.,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,B,1,1 to 2,Sonchus oleraceus,exotic,1,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,3,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,B,1,1 to 2,Exotic Grass,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,3,B,1,1 to 2,Acaena echinata,native,2,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,B,1,1 to 2,Eucalyptus camaldulensis var. camaldulensis,native,5,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,B,1,1 to 2,Triglochin procera s.l.,native,7,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,3,B,1,1 to 2,Unidentified monocot,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,3,C,2,2 to 3,Cerastium glomeratum s.l.,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,C,2,2 to 3,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,C,2,2 to 3,Exotic Grass,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,3,C,2,2 to 3,Acaena echinata,native,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,C,2,2 to 3,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,3,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,3,W,-1, -1 to 0,Triglochin procera s.l.,native,100+,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,3,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,4,A,0,0 to 1,Hypochaeris radicata,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,4,A,0,0 to 1,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,4,A,0,0 to 1,Exotic Grass,exotic,3,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,4,A,0,0 to 1,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,4,B,1,1 to 2,Hypochaeris radicata,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,4,B,1,1 to 2,Hypochaeris radicata,exotic,1,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,4,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,4,B,1,1 to 2,Exotic Grass,exotic,2,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,4,B,1,1 to 2,Eucalyptus camaldulensis var. camaldulensis,native,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,4,B,1,1 to 2,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,4,C,2,2 to 3,Hypochaeris radicata,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,4,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,4,W,-1, -1 to 0,Triglochin procera s.l.,native,100+,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,5,A,0,0 to 1,Trifolium angustifolium var. angustifolium,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,5,A,0,0 to 1,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,5,A,0,0 to 1,Exotic Grass,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,5,A,0,0 to 1,Acaena echinata,native,2,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,5,A,0,0 to 1,Eucalyptus camaldulensis var. camaldulensis,native,1,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,5,A,0,0 to 1,Rumex spp.,native,3,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,5,A,0,0 to 1,Hypochaeris radicata,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,5,A,0,0 to 1,Unidentified monocot,Unknown,9,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,5,B,1,1 to 2,Acetosella vulgaris,exotic,1,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,5,B,1,1 to 2,Exotic Grass,exotic,100+,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,5,B,1,1 to 2,Exotic Grass,exotic,10_50,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,5,B,1,1 to 2,Hypochaeris radicata,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,Tobacco,5,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,Tobacco,5,W,-1, -1 to 0,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,Tobacco,5,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Burnt,Peuckers,1,W,-1, -1 to 0,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,new data
Wimmera,Burnt,Peuckers,1,W,-1, -1 to 0,Alternanthera denticulata s.s.,native,2,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,1,W,-1, -1 to 0,Cyperus eragrostis,exotic,1,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,1,A,0,0 to 1,Alternanthera denticulata s.s.,native,2,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,1,A,0,0 to 1,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,1,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,1,C,2,2 to 3,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,2,W,-1, -1 to 0,Eucalyptus camaldulensis var. camaldulensis,native,1,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,2,W,-1, -1 to 0,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,2,W,-1, -1 to 0,Unidentified dicot herb,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,2,A,0,0 to 1,Unidentified dicot herb,Unknown,3,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,2,A,0,0 to 1,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,2,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,W,-1, -1 to 0,Alternanthera denticulata s.s.,native,2,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,W,-1, -1 to 0,Eucalyptus camaldulensis var. camaldulensis,native,4,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,W,-1, -1 to 0,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,W,-1, -1 to 0,Unidentified dicot herb,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,A,0,0 to 1,Lythrum hyssopifolia,native,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,A,0,0 to 1,Unidentified monocot,Unknown,50_100,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,A,0,0 to 1,Alternanthera denticulata s.s.,native,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,A,0,0 to 1,Eucalyptus camaldulensis var. camaldulensis,native,4,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,B,1,1 to 2,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,B,1,1 to 2,Lythrum hyssopifolia,native,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,3,B,1,1 to 2,Alternanthera denticulata s.s.,native,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,4,W,-1, -1 to 0,Eucalyptus camaldulensis var. camaldulensis,native,3,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,4,W,-1, -1 to 0,Unidentified monocot,Unknown,50_100,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,4,W,-1, -1 to 0,Unidentified dicot herb,Unknown,1,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,4,A,0,0 to 1,Eucalyptus camaldulensis var. camaldulensis,native,1,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,4,A,0,0 to 1,Unidentified dicot herb,Unknown,1,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,4,A,0,0 to 1,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,4,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,5,W,-1, -1 to 0,Unidentified dicot herb,Unknown,4,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,5,W,-1, -1 to 0,Eucalyptus camaldulensis var. camaldulensis,native,1,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,5,W,-1, -1 to 0,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,5,A,0,0 to 1,Eucalyptus camaldulensis var. camaldulensis,native,1,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,5,A,0,0 to 1,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Peuckers,5,B,1,1 to 2,Ehrharta longiflora,exotic,10_50,26/03/2018,6,0,
Wimmera,Burnt,Millers,1,W,-1, -1 to 0,Unidentified monocot,Unknown,100+,26/03/2018,6,0,
Wimmera,Burnt,Millers,1,W,-1, -1 to 0,Unidentified dicot herb,Unknown,3,26/03/2018,6,0,
Wimmera,Burnt,Millers,1,A,0,0 to 1,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,1,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,2,W,-1, -1 to 0,Eucalyptus camaldulensis var. camaldulensis,native,1,26/03/2018,6,0,
Wimmera,Burnt,Millers,2,W,-1, -1 to 0,Unidentified dicot herb,Unknown,1,26/03/2018,6,0,
Wimmera,Burnt,Millers,2,W,-1, -1 to 0,Unidentified monocot,Unknown,3,26/03/2018,6,0,
Wimmera,Burnt,Millers,2,A,0,0 to 1,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Millers,2,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,2,C,2,2 to 3,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,3,W,-1, -1 to 0,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,3,A,0,0 to 1,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,3,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,3,C,2,2 to 3,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,4,W,-1, -1 to 0,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,4,A,0,0 to 1,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,4,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,5,W,-1, -1 to 0,Unidentified dicot herb,Unknown,1,26/03/2018,6,0,
Wimmera,Burnt,Millers,5,W,-1, -1 to 0,Unidentified monocot,Unknown,10_50,26/03/2018,6,0,
Wimmera,Burnt,Millers,5,A,0,0 to 1,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,5,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,Millers,5,C,2,2 to 3,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,1,W,-1, -1 to 0,Centipeda cunninghamii,native,5,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,1,W,-1, -1 to 0,Juncus spp.,native,10_50,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,1,W,-1, -1 to 0,Alternanthera denticulata s.s.,native,3,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,1,A,0,0 to 1,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,1,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,1,C,2,2 to 3,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,2,W,-1, -1 to 0,Juncus spp.,native,10_50,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,2,W,-1, -1 to 0,Alternanthera denticulata s.s.,native,2,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,2,W,-1, -1 to 0,Gratiola pumilo,native,1,26/03/2018,6,0,Double check species? I think it says Grat pub (?)
Wimmera,McKenzie,NEWonwondah,2,A,0,0 to 1,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,2,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,2,C,2,2 to 3,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Lachnagrostis filiformis s.l.,native,10_50,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Centipeda cunninghamii,native,3,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Unidentified dicot herb,Unknown,10_50,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Euchiton involucratus s.l.,native,1,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Juncus amabilis,native,10_50,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,3,A,0,0 to 1,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,3,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,3,C,2,2 to 3,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,4,W,-1, -1 to 0,Gratiola spp.,#N/A,2,26/03/2018,6,0,Check species
Wimmera,McKenzie,NEWonwondah,4,W,-1, -1 to 0,Alternanthera denticulata s.s.,native,1,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,4,W,-1, -1 to 0,Acacia provincialis,#,1,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,4,W,-1, -1 to 0,Unidentified monocot,Unknown,3,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,4,A,0,0 to 1,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,4,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,4,C,2,2 to 3,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,5,W,-1, -1 to 0,Alternanthera denticulata s.s.,native,8,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,5,W,-1, -1 to 0,Lachnagrostis filiformis s.l.,native,1,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,5,A,0,0 to 1,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,5,B,1,1 to 2,Nil,NA,0,26/03/2018,6,0,
Wimmera,McKenzie,NEWonwondah,5,C,2,2 to 3,Nil,NA,0,26/03/2018,6,0,
Wimmera,Burnt,WonwondahGauge,1,W,-1, -1 to 0,Nil,NA,0,27/03/2018,6,0,
