SYSTEM,WATERWAY,SITE,Datetime,Water_Level_m,Water_Level_m_AHD
Wimmera,Mt William,RosesGap,5/08/2017 10:00,0.052,167.77
Wimmera,Mt William,RosesGap,5/08/2017 11:00,0.036,167.75
Wimmera,Mt William,RosesGap,5/08/2017 12:00,0.033,167.75
Wimmera,Mt William,RosesGap,5/08/2017 13:00,0.043,167.76
Wimmera,Mt William,RosesGap,5/08/2017 14:00,0.052,167.77
Wimmera,Mt William,RosesGap,5/08/2017 15:00,0.058,167.77
Wimmera,Mt William,RosesGap,5/08/2017 16:00,0.066,167.78
Wimmera,Mt William,RosesGap,5/08/2017 17:00,0.073,167.79
Wimmera,Mt William,RosesGap,5/08/2017 18:00,0.08,167.8
Wimmera,Mt William,RosesGap,5/08/2017 19:00,0.086,167.8
Wimmera,Mt William,RosesGap,5/08/2017 20:00,0.084,167.8
Wimmera,Mt William,RosesGap,5/08/2017 21:00,0.092,167.81
Wimmera,Mt William,RosesGap,5/08/2017 22:00,0.094,167.81
Wimmera,Mt William,RosesGap,5/08/2017 23:00,0.097,167.81
Wimmera,Mt William,RosesGap,6/08/2017 0:00,0.112,167.83
Wimmera,Mt William,RosesGap,6/08/2017 1:00,0.113,167.83
Wimmera,Mt William,RosesGap,6/08/2017 2:00,0.121,167.84
Wimmera,Mt William,RosesGap,6/08/2017 3:00,0.129,167.85
Wimmera,Mt William,RosesGap,6/08/2017 4:00,0.132,167.85
Wimmera,Mt William,RosesGap,6/08/2017 5:00,0.131,167.85
Wimmera,Mt William,RosesGap,6/08/2017 6:00,0.133,167.85
Wimmera,Mt William,RosesGap,6/08/2017 7:00,0.135,167.85
Wimmera,Mt William,RosesGap,6/08/2017 8:00,0.141,167.86
Wimmera,Mt William,RosesGap,6/08/2017 9:00,0.148,167.86
Wimmera,Mt William,RosesGap,6/08/2017 10:00,0.154,167.87
Wimmera,Mt William,RosesGap,6/08/2017 11:00,0.163,167.88
Wimmera,Mt William,RosesGap,6/08/2017 12:00,0.153,167.87
Wimmera,Mt William,RosesGap,6/08/2017 13:00,0.175,167.89
Wimmera,Mt William,RosesGap,6/08/2017 14:00,0.205,167.92
Wimmera,Mt William,RosesGap,6/08/2017 15:00,0.248,167.96
Wimmera,Mt William,RosesGap,6/08/2017 16:00,0.333,168.05
Wimmera,Mt William,RosesGap,6/08/2017 17:00,0.388,168.1
Wimmera,Mt William,RosesGap,6/08/2017 18:00,0.45,168.17
Wimmera,Mt William,RosesGap,6/08/2017 19:00,0.517,168.23
Wimmera,Mt William,RosesGap,6/08/2017 20:00,0.567,168.28
Wimmera,Mt William,RosesGap,6/08/2017 21:00,0.608,168.32
Wimmera,Mt William,RosesGap,6/08/2017 22:00,0.623,168.34
Wimmera,Mt William,RosesGap,6/08/2017 23:00,0.63,168.35
Wimmera,Mt William,RosesGap,7/08/2017 0:00,0.641,168.36
Wimmera,Mt William,RosesGap,7/08/2017 1:00,0.647,168.36
Wimmera,Mt William,RosesGap,7/08/2017 2:00,0.648,168.36
Wimmera,Mt William,RosesGap,7/08/2017 3:00,0.658,168.37
Wimmera,Mt William,RosesGap,7/08/2017 4:00,0.673,168.39
Wimmera,Mt William,RosesGap,7/08/2017 5:00,0.688,168.4
Wimmera,Mt William,RosesGap,7/08/2017 6:00,0.696,168.41
Wimmera,Mt William,RosesGap,7/08/2017 7:00,0.693,168.41
Wimmera,Mt William,RosesGap,7/08/2017 8:00,0.706,168.42
Wimmera,Mt William,RosesGap,7/08/2017 9:00,0.726,168.44
Wimmera,Mt William,RosesGap,7/08/2017 10:00,0.742,168.46
Wimmera,Mt William,RosesGap,7/08/2017 11:00,0.753,168.47
Wimmera,Mt William,RosesGap,7/08/2017 12:00,0.765,168.48
Wimmera,Mt William,RosesGap,7/08/2017 13:00,0.777,168.49
Wimmera,Mt William,RosesGap,7/08/2017 14:00,0.768,168.48
Wimmera,Mt William,RosesGap,7/08/2017 15:00,0.764,168.48
Wimmera,Mt William,RosesGap,7/08/2017 16:00,0.794,168.51
Wimmera,Mt William,RosesGap,7/08/2017 17:00,0.821,168.54
Wimmera,Mt William,RosesGap,7/08/2017 18:00,0.854,168.57
Wimmera,Mt William,RosesGap,7/08/2017 19:00,0.865,168.58
Wimmera,Mt William,RosesGap,7/08/2017 20:00,0.866,168.58
Wimmera,Mt William,RosesGap,7/08/2017 21:00,0.804,168.52
Wimmera,Mt William,RosesGap,7/08/2017 22:00,0.793,168.51
Wimmera,Mt William,RosesGap,7/08/2017 23:00,0.794,168.51
Wimmera,Mt William,RosesGap,8/08/2017 0:00,0.784,168.5
Wimmera,Mt William,RosesGap,8/08/2017 1:00,0.772,168.49
Wimmera,Mt William,RosesGap,8/08/2017 2:00,0.768,168.48
Wimmera,Mt William,RosesGap,8/08/2017 3:00,0.76,168.48
Wimmera,Mt William,RosesGap,8/08/2017 4:00,0.753,168.47
Wimmera,Mt William,RosesGap,8/08/2017 5:00,0.743,168.46
Wimmera,Mt William,RosesGap,8/08/2017 6:00,0.737,168.45
Wimmera,Mt William,RosesGap,8/08/2017 7:00,0.726,168.44
Wimmera,Mt William,RosesGap,8/08/2017 8:00,0.722,168.44
Wimmera,Mt William,RosesGap,8/08/2017 9:00,0.713,168.43
Wimmera,Mt William,RosesGap,8/08/2017 10:00,0.702,168.42
Wimmera,Mt William,RosesGap,8/08/2017 11:00,0.696,168.41
Wimmera,Mt William,RosesGap,8/08/2017 12:00,0.689,168.41
Wimmera,Mt William,RosesGap,8/08/2017 13:00,0.681,168.4
Wimmera,Mt William,RosesGap,8/08/2017 14:00,0.675,168.39
Wimmera,Mt William,RosesGap,8/08/2017 15:00,0.665,168.38
Wimmera,Mt William,RosesGap,8/08/2017 16:00,0.655,168.37
Wimmera,Mt William,RosesGap,8/08/2017 17:00,0.652,168.37
Wimmera,Mt William,RosesGap,8/08/2017 18:00,0.646,168.36
Wimmera,Mt William,RosesGap,8/08/2017 19:00,0.636,168.35
Wimmera,Mt William,RosesGap,8/08/2017 20:00,0.625,168.34
Wimmera,Mt William,RosesGap,8/08/2017 21:00,0.615,168.33
Wimmera,Mt William,RosesGap,8/08/2017 22:00,0.61,168.33
